significance_rank,DE_id,DE_description,Data_type,Data_type_description,Group_id,Group_id_description,PV,PV_description,PV_count
,1478,Salt added to food,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",100052,Diet,-3|1|2|3|4,Prefer not to answer|Never/rarely|Sometimes|Usually|Always,5
,1488,Tea intake,Integer,"whole numbers, for example the age of a participant on a particular date",100052,Diet,-10|-3|-1,Less than one|Prefer not to answer|Do not know,3
,1498,Coffee intake,Integer,"whole numbers, for example the age of a participant on a particular date",100052,Diet,-10|-3|-1,Less than one|Prefer not to answer|Do not know,3
,1508,Coffee type,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",100052,Diet,-3|-1|1|2|3|4,"Prefer not to answer|Do not know|Decaffeinated coffee (any type)|Instant coffee|Ground coffee (include espresso, filter etc)|Other type of coffee",6
,1518,Hot drink temperature,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",100052,Diet,-3|-2|1|2|3,Prefer not to answer|Do not drink hot drinks|Very hot|Hot|Warm,5
,1528,Water intake,Integer,"whole numbers, for example the age of a participant on a particular date",100052,Diet,-10|-3|-1,Less than one|Prefer not to answer|Do not know,3
,1538,Major dietary changes in the last 5 years,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",100052,Diet,-3|0|1|2,"Prefer not to answer|No|Yes, because of illness|Yes, because of other reasons",4
,1548,Variation in diet,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",100052,Diet,-3|-1|1|2|3,Prefer not to answer|Do not know|Never/rarely|Sometimes|Often,5
,1558,Alcohol intake frequency.,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",100051,Alcohol,-3|1|2|3|4|5|6,Prefer not to answer|Daily or almost daily|Three or four times a week|Once or twice a week|One to three times a month|Special occasions only|Never,7
,1568,Average weekly red wine intake,Integer,"whole numbers, for example the age of a participant on a particular date",100051,Alcohol,-3|-1,Prefer not to answer|Do not know,2
,1578,Average weekly champagne plus white wine intake,Integer,"whole numbers, for example the age of a participant on a particular date",100051,Alcohol,-3|-1,Prefer not to answer|Do not know,2
,1588,Average weekly beer plus cider intake,Integer,"whole numbers, for example the age of a participant on a particular date",100051,Alcohol,-3|-1,Prefer not to answer|Do not know,2
,1598,Average weekly spirits intake,Integer,"whole numbers, for example the age of a participant on a particular date",100051,Alcohol,-3|-1,Prefer not to answer|Do not know,2
,1608,Average weekly fortified wine intake,Integer,"whole numbers, for example the age of a participant on a particular date",100051,Alcohol,-3|-1,Prefer not to answer|Do not know,2
,1618,Alcohol usually taken with meals,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",100051,Alcohol,-6|-3|-1|0|1,It varies|Prefer not to answer|Do not know|No|Yes,5
,1628,Alcohol intake versus 10 years previously,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",100051,Alcohol,-3|-1|1|2|3,Prefer not to answer|Do not know|More nowadays|About the same|Less nowadays,5
,1647,Country of birth (UK/elsewhere),Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",100033,Early life factors,-3|-1|1|2|3|4|5|6,Prefer not to answer|Do not know|England|Wales|Scotland|Northern Ireland|Republic of Ireland|Elsewhere,8
,1677,Breastfed as a baby,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",100033,Early life factors,-3|-1|0|1,Prefer not to answer|Do not know|No|Yes,4
,1687,Comparative body size at age 10,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",100033,Early life factors,-3|-1|1|2|3,Prefer not to answer|Do not know|Thinner|Plumper|About average,5
,1697,Comparative height size at age 10,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",100033,Early life factors,-3|-1|1|2|3,Prefer not to answer|Do not know|Shorter|Taller|About average,5
,1707,Handedness (chirality/laterality),Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",100033,Early life factors,-3|1|2|3,Prefer not to answer|Right-handed|Left-handed|Use both right and left hands equally,4
,1717,Skin colour,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",100055,Sun exposure,-3|-1|1|2|3|4|5|6,Prefer not to answer|Do not know|Very fair|Fair|Light olive|Dark olive|Brown|Black,8
,1727,Ease of skin tanning,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",100055,Sun exposure,-3|-1|1|2|3|4,"Prefer not to answer|Do not know|Get very tanned|Get moderately tanned|Get mildly or occasionally tanned|Never tan, only burn",6
,1737,Childhood sunburn occasions,Integer,"whole numbers, for example the age of a participant on a particular date",100055,Sun exposure,-3|-1,Prefer not to answer|Do not know,2
,1747,"Hair colour (natural, before greying)",Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",100055,Sun exposure,-3|-1|1|2|3|4|5|6,Prefer not to answer|Do not know|Blonde|Red|Light brown|Dark brown|Black|Other,8
,1757,Facial ageing,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",100055,Sun exposure,-3|-1|1|2|3,Prefer not to answer|Do not know|Younger than you are|Older than you are|About your age,5
,1767,Adopted as a child,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",100033,Early life factors,-3|-1|0|1,Prefer not to answer|Do not know|No|Yes,4
,1777,Part of a multiple birth,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",100033,Early life factors,-3|-1|0|1,Prefer not to answer|Do not know|No|Yes,4
,1787,Maternal smoking around birth,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",100033,Early life factors,-3|-1|0|1,Prefer not to answer|Do not know|No|Yes,4
,1797,Father still alive,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",100034,Family history,-3|-1|0|1,Prefer not to answer|Do not know|No|Yes,4
,1807,Father's age at death,Integer,"whole numbers, for example the age of a participant on a particular date",100034,Family history,-3|-1,Prefer not to answer|Do not know,2
,1835,Mother still alive,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",100034,Family history,-3|-1|0|1,Prefer not to answer|Do not know|No|Yes,4
,1845,Mother's age,Integer,"whole numbers, for example the age of a participant on a particular date",100034,Family history,-3|-1,Prefer not to answer|Do not know,2
,1873,Number of full brothers,Integer,"whole numbers, for example the age of a participant on a particular date",100034,Family history,-3|-1,Prefer not to answer|Do not know,2
,1883,Number of full sisters,Integer,"whole numbers, for example the age of a participant on a particular date",100034,Family history,-3|-1,Prefer not to answer|Do not know,2
,1920,Mood swings,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",100060,Mental health,-3|-1|0|1,Prefer not to answer|Do not know|No|Yes,4
,1930,Miserableness,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",100060,Mental health,-3|-1|0|1,Prefer not to answer|Do not know|No|Yes,4
,1940,Irritability,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",100060,Mental health,-3|-1|0|1,Prefer not to answer|Do not know|No|Yes,4
,1950,Sensitivity / hurt feelings,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",100060,Mental health,-3|-1|0|1,Prefer not to answer|Do not know|No|Yes,4
,1960,Fed-up feelings,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",100060,Mental health,-3|-1|0|1,Prefer not to answer|Do not know|No|Yes,4
,1970,Nervous feelings,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",100060,Mental health,-3|-1|0|1,Prefer not to answer|Do not know|No|Yes,4
,1980,Worrier / anxious feelings,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",100060,Mental health,-3|-1|0|1,Prefer not to answer|Do not know|No|Yes,4
,1990,Tense / 'highly strung',Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",100060,Mental health,-3|-1|0|1,Prefer not to answer|Do not know|No|Yes,4
,2000,Worry too long after embarrassment,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",100060,Mental health,-3|-1|0|1,Prefer not to answer|Do not know|No|Yes,4
,2010,Suffer from 'nerves',Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",100060,Mental health,-3|-1|0|1,Prefer not to answer|Do not know|No|Yes,4
,2020,"Loneliness, isolation",Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",100060,Mental health,-3|-1|0|1,Prefer not to answer|Do not know|No|Yes,4
,2030,Guilty feelings,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",100060,Mental health,-3|-1|0|1,Prefer not to answer|Do not know|No|Yes,4
,2040,Risk taking,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",100060,Mental health,-3|-1|0|1,Prefer not to answer|Do not know|No|Yes,4
